지역번호,지점명,일자,시간,기온(C),풍속(m/s),습도(%)
8,강릉,2020-08-24,5,23.4,2,77
9,제주,2020-08-24,5,27,0.9,85
1,서울,2020-08-24,6,23.8,1.9,86
2,부산,2020-08-24,6,25.1,0.7,81
3,대구,2020-08-24,6,23.7,0.9,91
4,인천,2020-08-24,6,24.1,0.6,86
5,광주,2020-08-24,6,24.3,0.6,99
6,대전,2020-08-24,6,23.2,0.7,97
7,울산,2020-08-24,6,23.3,0.1,98
8,강릉,2020-08-24,6,22.6,1.2,80
9,제주,2020-08-24,6,27,1.1,71
1,서울,2020-08-24,7,23.7,2,86
2,부산,2020-08-24,7,25.7,0.2,81
3,대구,2020-08-24,7,24.5,2.3,89
4,인천,2020-08-24,7,24.4,1.2,77
5,광주,2020-08-24,7,24.5,0.3,99
6,대전,2020-08-24,7,23.6,0.5,97
7,울산,2020-08-24,7,24,0.1,98
8,강릉,2020-08-24,7,23.1,1.4,81
9,제주,2020-08-24,7,27.2,0.8,73
1,서울,2020-08-24,8,25.1,2.5,80
2,부산,2020-08-24,8,27.9,2.4,77
3,대구,2020-08-24,8,25.9,1.4,81
4,인천,2020-08-24,8,25.8,1.4,71
5,광주,2020-08-24,8,26,0.6,96
6,대전,2020-08-24,8,25.1,0.2,90
7,울산,2020-08-24,8,24.7,0,98
8,강릉,2020-08-24,8,25.2,0.3,74
9,제주,2020-08-24,8,28.3,2,72
1,서울,2020-08-24,9,26.9,1.8,75
2,부산,2020-08-24,9,29,2.6,76
3,대구,2020-08-24,9,27.1,2,74
4,인천,2020-08-24,9,27.1,2.4,61
5,광주,2020-08-24,9,27.7,0.5,86
6,대전,2020-08-24,9,27.4,0.8,80
7,울산,2020-08-24,9,26,0.8,94
8,강릉,2020-08-24,9,27.2,1.2,69
9,제주,2020-08-24,9,30.1,2.6,67
1,서울,2020-08-24,10,28.6,1.9,71
2,부산,2020-08-24,10,29.5,3.7,76
3,대구,2020-08-24,10,29.3,1,62
4,인천,2020-08-24,10,28.3,1.8,59
5,광주,2020-08-24,10,29.3,3,71
6,대전,2020-08-24,10,29.3,0.9,75
7,울산,2020-08-24,10,28.2,1.3,84
8,강릉,2020-08-24,10,28.9,1.6,65
9,제주,2020-08-24,10,31.3,2.2,65
1,서울,2020-08-24,11,29.7,2.3,65
2,부산,2020-08-24,11,30.6,3.8,68
3,대구,2020-08-24,11,30.9,1.1,55
4,인천,2020-08-24,11,29.2,5.1,56
5,광주,2020-08-24,11,30,2.6,73
6,대전,2020-08-24,11,30.3,2.7,68
7,울산,2020-08-24,11,29.9,2,76
8,강릉,2020-08-24,11,30,1.6,60
9,제주,2020-08-24,11,32.3,2.1,61
1,서울,2020-08-24,12,30.3,3.4,62
2,부산,2020-08-24,12,30.5,3.6,66
3,대구,2020-08-24,12,31.8,1.8,53
4,인천,2020-08-24,12,29.6,3,58
5,광주,2020-08-24,12,30.7,2.4,64
6,대전,2020-08-24,12,32.2,1,67
7,울산,2020-08-24,12,30.8,2.2,64
8,강릉,2020-08-24,12,31.2,2.3,58
9,제주,2020-08-24,12,33.1,2,61
1,서울,2020-08-24,13,30.7,3,60
2,부산,2020-08-24,13,30.4,3.6,62
3,대구,2020-08-24,13,32.9,1.9,48
4,인천,2020-08-24,13,29.4,2.3,60
5,광주,2020-08-24,13,31.5,2,66
6,대전,2020-08-24,13,32.4,1.7,61
7,울산,2020-08-24,13,30.6,2.7,62
8,강릉,2020-08-24,13,31.1,1.6,60
9,제주,2020-08-24,13,31.6,2.8,71
1,서울,2020-08-24,14,31.5,3.3,60
2,부산,2020-08-24,14,31.9,3.2,61
3,대구,2020-08-24,14,31.9,1.7,51
4,인천,2020-08-24,14,29.5,3.1,59
5,광주,2020-08-24,14,32.2,3.8,64
6,대전,2020-08-24,14,33,1.6,59
7,울산,2020-08-24,14,30.3,2.7,64
8,강릉,2020-08-24,14,31.7,3,60
9,제주,2020-08-24,14,33.2,3,54
1,서울,2020-08-24,15,31.4,3.8,60
2,부산,2020-08-24,15,31.1,2.3,67
3,대구,2020-08-24,15,32.4,1,49
4,인천,2020-08-24,15,29.5,3.4,58
5,광주,2020-08-24,15,32.8,1.9,60
6,대전,2020-08-24,15,32.4,1.2,62
7,울산,2020-08-24,15,31.8,1.9,60
8,강릉,2020-08-24,15,31,2.8,65
9,제주,2020-08-24,15,33.5,2.6,49
1,서울,2020-08-24,16,31.4,3.9,57
2,부산,2020-08-24,16,30.8,2.9,62
3,대구,2020-08-24,16,33.6,1.3,45
4,인천,2020-08-24,16,29.4,3.1,59
5,광주,2020-08-24,16,32.1,2.9,61
6,대전,2020-08-24,16,33.2,1.4,60
7,울산,2020-08-24,16,30.9,1.6,62
8,강릉,2020-08-24,16,31.6,1.6,63
9,제주,2020-08-24,16,34,1.9,52
1,서울,2020-08-24,17,30.5,3.5,58
2,부산,2020-08-24,17,30.2,2.7,72
3,대구,2020-08-24,17,32.9,2.5,46
4,인천,2020-08-24,17,28.7,2.9,60
5,광주,2020-08-24,17,31.9,3.2,61
6,대전,2020-08-24,17,32.7,1.5,61
7,울산,2020-08-24,17,29.4,2.3,72
8,강릉,2020-08-24,17,31.2,2.2,67
9,제주,2020-08-24,17,32.6,2.3,58
1,서울,2020-08-24,18,30.2,3.3,62
2,부산,2020-08-24,18,29.1,3.2,78
3,대구,2020-08-24,18,31.9,2.9,51
4,인천,2020-08-24,18,28.5,2.2,66
5,광주,2020-08-24,18,31,4,68
6,대전,2020-08-24,18,32.4,1.2,62
7,울산,2020-08-24,18,28,2.5,82
8,강릉,2020-08-24,18,30.1,1.7,72
9,제주,2020-08-24,18,31.4,1.9,62
1,서울,2020-08-24,19,29.4,3.4,66
2,부산,2020-08-24,19,27.9,1.7,83
3,대구,2020-08-24,19,31.3,1.6,53
4,인천,2020-08-24,19,27.8,2.3,68
5,광주,2020-08-24,19,29.6,2.8,79
6,대전,2020-08-24,19,31.1,1.1,67
7,울산,2020-08-24,19,27.6,1.7,86
8,강릉,2020-08-24,19,29.3,1,74
9,제주,2020-08-24,19,31.2,3.8,63
1,서울,2020-08-24,20,28.7,1.9,69
2,부산,2020-08-24,20,27.4,1.4,83
3,대구,2020-08-24,20,30,1.5,57
4,인천,2020-08-24,20,27.3,1.2,71
5,광주,2020-08-24,20,28.8,3.4,86
6,대전,2020-08-24,20,29.3,0.7,80
7,울산,2020-08-24,20,27,0.7,89
8,강릉,2020-08-24,20,28,1.5,80
9,제주,2020-08-24,20,30,2.8,75
1,서울,2020-08-24,21,28.3,1.1,71
2,부산,2020-08-24,21,27.1,1.4,86
3,대구,2020-08-24,21,29.3,1.8,63
4,인천,2020-08-24,21,27.3,1.8,71
5,광주,2020-08-24,21,27.9,1,90
6,대전,2020-08-24,21,28.6,0.9,84
7,울산,2020-08-24,21,26.7,0.8,92
8,강릉,2020-08-24,21,27,1.7,78
9,제주,2020-08-24,21,29.6,2.7,79
1,서울,2020-08-24,22,28.3,2.4,72
2,부산,2020-08-24,22,26.9,0,84
3,대구,2020-08-24,22,28.7,2.1,66
4,인천,2020-08-24,22,27.1,1.8,74
5,광주,2020-08-24,22,27.8,1.7,89
6,대전,2020-08-24,22,28.3,1.3,88
7,울산,2020-08-24,22,26.5,1.2,93
8,강릉,2020-08-24,22,26.4,0.6,79
9,제주,2020-08-24,22,29.5,2.5,80
1,서울,2020-08-24,23,28.1,2.3,73
2,부산,2020-08-24,23,26.7,1.4,87
3,대구,2020-08-24,23,27.7,2.1,71
4,인천,2020-08-24,23,27.1,2.6,75
5,광주,2020-08-24,23,27.2,2.2,92
6,대전,2020-08-24,23,27.8,0.7,88
7,울산,2020-08-24,23,26.4,2.4,93
8,강릉,2020-08-24,23,26.2,1.5,79
9,제주,2020-08-24,23,28.2,2.5,85
1,서울,2020-08-25,0,27.8,1.5,74
2,부산,2020-08-25,0,26.7,0.9,87
3,대구,2020-08-25,0,27.2,2.1,74
4,인천,2020-08-25,0,27,3.6,76
5,광주,2020-08-25,0,27.2,0.9,84
6,대전,2020-08-25,0,27.5,1.7,87
7,울산,2020-08-25,0,26.1,2.2,95
8,강릉,2020-08-25,0,25.9,2.1,81
9,제주,2020-08-25,0,28.2,2.3,87
1,서울,2020-08-25,1,27.6,1.5,76
2,부산,2020-08-25,1,26.4,1.7,90
3,대구,2020-08-25,1,26.7,0.2,76
4,인천,2020-08-25,1,26.9,3.7,77
5,광주,2020-08-25,1,26.3,1.4,91
6,대전,2020-08-25,1,27.1,1,89
7,울산,2020-08-25,1,25.7,1.3,96
8,강릉,2020-08-25,1,25.6,1.3,82
9,제주,2020-08-25,1,28.6,2.1,86
1,서울,2020-08-25,2,27.4,0.4,77
2,부산,2020-08-25,2,26.3,1.2,89
3,대구,2020-08-25,2,26,0.2,79
4,인천,2020-08-25,2,26.7,2.9,78
5,광주,2020-08-25,2,25.5,0.6,94
6,대전,2020-08-25,2,26.5,1.3,92
7,울산,2020-08-25,2,25.4,0.8,96
8,강릉,2020-08-25,2,25.2,0.8,83
9,제주,2020-08-25,2,28.3,2.3,85
1,서울,2020-08-25,3,27.3,1.1,78
2,부산,2020-08-25,3,26.2,0.9,87
3,대구,2020-08-25,3,25,0,85
4,인천,2020-08-25,3,26.7,2.1,77
5,광주,2020-08-25,3,25.2,1.1,95
6,대전,2020-08-25,3,25.9,0,95
7,울산,2020-08-25,3,24.4,1.1,98
8,강릉,2020-08-25,3,24.7,1.5,86
9,제주,2020-08-25,3,28.4,2,85
1,서울,2020-08-25,4,27.1,1.7,77
2,부산,2020-08-25,4,26.1,1.1,87
3,대구,2020-08-25,4,24.3,0,89
4,인천,2020-08-25,4,26.4,1.7,78
5,광주,2020-08-25,4,25.1,0.8,93
6,대전,2020-08-25,4,25.7,1.9,96
7,울산,2020-08-25,4,24.3,0.6,98
8,강릉,2020-08-25,4,24.8,1.6,85
9,제주,2020-08-25,4,28.7,2.1,84
1,서울,2020-08-25,5,26.7,1.4,79
2,부산,2020-08-25,5,25.9,0.9,87
3,대구,2020-08-25,5,24.5,0,88
4,인천,2020-08-25,5,26.4,3.1,80
5,광주,2020-08-25,5,24.9,1.3,95
6,대전,2020-08-25,5,25.1,0.6,97
7,울산,2020-08-25,5,23.6,0.2,98
8,강릉,2020-08-25,5,24.5,1.1,87
9,제주,2020-08-25,5,29,2.6,81
1,서울,2020-08-25,6,26.1,1.3,83
2,부산,2020-08-25,6,25.9,0.6,86
3,대구,2020-08-25,6,24,0,90
4,인천,2020-08-25,6,26.3,2,81
5,광주,2020-08-25,6,24.2,1.2,96
6,대전,2020-08-25,6,25,0.5,97
7,울산,2020-08-25,6,23.6,0.3,98
8,강릉,2020-08-25,6,24.5,1.1,87
9,제주,2020-08-25,6,28.6,2.4,84
1,서울,2020-08-25,7,26.1,1.7,84
2,부산,2020-08-25,7,26.7,1.1,85
3,대구,2020-08-25,7,24.8,1.9,85
4,인천,2020-08-25,7,26.3,2.6,78
5,광주,2020-08-25,7,25.1,0.9,95
6,대전,2020-08-25,7,25.1,0.4,97
7,울산,2020-08-25,7,24.9,0.3,98
8,강릉,2020-08-25,7,25.6,2.1,84
9,제주,2020-08-25,7,28.9,3.3,82
1,서울,2020-08-25,8,27.3,2.1,82
2,부산,2020-08-25,8,28.8,1.1,82
3,대구,2020-08-25,8,26.8,1.2,74
4,인천,2020-08-25,8,27.3,3.6,73
5,광주,2020-08-25,8,26.7,1.4,88
6,대전,2020-08-25,8,27,0.5,89
7,울산,2020-08-25,8,26.6,1,92
8,강릉,2020-08-25,8,28.3,1.6,75
9,제주,2020-08-25,8,30.3,3.7,79
1,서울,2020-08-25,9,28.8,1.2,77
2,부산,2020-08-25,9,30.4,1.9,77
3,대구,2020-08-25,9,29.2,1.1,65
4,인천,2020-08-25,9,28.3,4.1,66
5,광주,2020-08-25,9,28.4,1.3,81
6,대전,2020-08-25,9,28.8,0.8,80
7,울산,2020-08-25,9,28.7,0.8,84
8,강릉,2020-08-25,9,30.7,1.6,63
9,제주,2020-08-25,9,30.8,3.7,72
1,서울,2020-08-25,10,30.2,1.7,69
2,부산,2020-08-25,10,31.5,2.6,75
3,대구,2020-08-25,10,30.2,2.1,55
4,인천,2020-08-25,10,29.9,2.8,60
5,광주,2020-08-25,10,30,2,74
6,대전,2020-08-25,10,31.2,1,70
7,울산,2020-08-25,10,30.9,2,75
8,강릉,2020-08-25,10,32.5,1.2,58
9,제주,2020-08-25,10,28.9,2.9,86
1,서울,2020-08-25,11,31.6,2,62
2,부산,2020-08-25,11,32.2,2.6,72
3,대구,2020-08-25,11,31.8,2.7,54
4,인천,2020-08-25,11,30.8,4.5,55
5,광주,2020-08-25,11,31.3,1.7,70
6,대전,2020-08-25,11,32.8,1.6,59
7,울산,2020-08-25,11,31.1,1.5,71
8,강릉,2020-08-25,11,33.6,1.4,51
9,제주,2020-08-25,11,30.8,3.9,77
1,서울,2020-08-25,12,32.7,3.4,57
2,부산,2020-08-25,12,31.9,3.1,76
3,대구,2020-08-25,12,34.2,2,47
4,인천,2020-08-25,12,31.3,3.2,56
5,광주,2020-08-25,12,31.8,3.3,63
6,대전,2020-08-25,12,33.7,2.6,51
7,울산,2020-08-25,12,32.6,2.2,69
8,강릉,2020-08-25,12,34.9,1.5,52
9,제주,2020-08-25,12,31.2,4.1,74
1,서울,2020-08-25,13,33.3,3.5,51
2,부산,2020-08-25,13,32.4,2.7,73
3,대구,2020-08-25,13,34.1,2,44
4,인천,2020-08-25,13,31.8,2.2,53
5,광주,2020-08-25,13,32,3.8,66
6,대전,2020-08-25,13,34.6,2.3,48
7,울산,2020-08-25,13,32.5,2.4,69
8,강릉,2020-08-25,13,35.8,1.6,46
9,제주,2020-08-25,13,33.3,4.5,63
1,서울,2020-08-25,14,34.3,2.9,52
2,부산,2020-08-25,14,32.1,2.8,73
3,대구,2020-08-25,14,35,2.6,42
4,인천,2020-08-25,14,32.1,2.8,52
5,광주,2020-08-25,14,30.3,1.5,76
6,대전,2020-08-25,14,35,2.2,51
7,울산,2020-08-25,14,32.7,2,59
8,강릉,2020-08-25,14,36.2,2.3,46
9,제주,2020-08-25,14,33.1,5.8,61
1,서울,2020-08-25,15,34.4,4,50
2,부산,2020-08-25,15,32.2,2.8,70
3,대구,2020-08-25,15,35.4,2.9,44
4,인천,2020-08-25,15,31.7,3.6,52
5,광주,2020-08-25,15,33.3,2.6,65
6,대전,2020-08-25,15,34.6,2.3,53
7,울산,2020-08-25,15,32.5,1.9,63
8,강릉,2020-08-25,15,36.3,3.6,41
9,제주,2020-08-25,15,32.4,3.8,65
1,서울,2020-08-25,16,33.5,2.7,52
2,부산,2020-08-25,16,31.5,2.9,70
3,대구,2020-08-25,16,34.8,2.7,45
4,인천,2020-08-25,16,31.6,3.9,56
5,광주,2020-08-25,16,33,2.3,60
6,대전,2020-08-25,16,34.9,3.4,57
7,울산,2020-08-25,16,32.2,1.7,69
8,강릉,2020-08-25,16,35.5,3.8,49
9,제주,2020-08-25,16,31.4,4,70
1,서울,2020-08-25,17,32.3,3.8,59
2,부산,2020-08-25,17,31.2,2.7,65
3,대구,2020-08-25,17,34.9,1.5,43
4,인천,2020-08-25,17,31.3,4.5,58
5,광주,2020-08-25,17,32.4,1.9,61
6,대전,2020-08-25,17,33.7,2.6,59
7,울산,2020-08-25,17,30.9,2,76
8,강릉,2020-08-25,17,35,3.2,51
9,제주,2020-08-25,17,30.2,4.1,79
1,서울,2020-08-25,18,31.6,3.2,63
2,부산,2020-08-25,18,30.4,2.1,71
3,대구,2020-08-25,18,33.4,2,49
4,인천,2020-08-25,18,30.6,3.8,63
5,광주,2020-08-25,18,30.9,3.5,66
6,대전,2020-08-25,18,32.8,2.6,66
7,울산,2020-08-25,18,30.1,1.4,69
8,강릉,2020-08-25,18,34.1,2.3,56
9,제주,2020-08-25,18,30.4,3.3,76
1,서울,2020-08-25,19,30.5,2.4,67
2,부산,2020-08-25,19,29.2,2.2,75
3,대구,2020-08-25,19,32.2,1.5,53
4,인천,2020-08-25,19,29.6,3.1,69
5,광주,2020-08-25,19,29.6,1.6,71
6,대전,2020-08-25,19,31.6,2.4,70
7,울산,2020-08-25,19,29,0.9,76
8,강릉,2020-08-25,19,31.7,2.8,65
9,제주,2020-08-25,19,30,3.7,79
1,서울,2020-08-25,20,29.6,2.9,71
2,부산,2020-08-25,20,28.8,2.2,75
3,대구,2020-08-25,20,30.7,2.2,60
4,인천,2020-08-25,20,29,2.8,69
5,광주,2020-08-25,20,29.6,1.3,70
6,대전,2020-08-25,20,30.6,1.4,76
7,울산,2020-08-25,20,27.7,1,82
8,강릉,2020-08-25,20,30.1,2.4,68
9,제주,2020-08-25,20,28.2,4.2,75
1,서울,2020-08-25,21,29.3,1,72
2,부산,2020-08-25,21,28.7,2.8,76
3,대구,2020-08-25,21,29.9,3.6,69
4,인천,2020-08-25,21,28.9,3,70
5,광주,2020-08-25,21,29.1,1.8,73
6,대전,2020-08-25,21,30,2.2,78
7,울산,2020-08-25,21,27.3,1.2,88
8,강릉,2020-08-25,21,29.3,3,70
9,제주,2020-08-25,21,27.9,4.2,82
1,서울,2020-08-25,22,29,1.2,74
2,부산,2020-08-25,22,28.7,3,75
3,대구,2020-08-25,22,29,2.3,72
4,인천,2020-08-25,22,28.7,1.8,73
5,광주,2020-08-25,22,28.9,2.1,73
6,대전,2020-08-25,22,29.4,1.4,80
7,울산,2020-08-25,22,27.3,0.3,88
8,강릉,2020-08-25,22,28.8,3.1,70
9,제주,2020-08-25,22,28.6,3.3,81
1,서울,2020-08-25,23,28.8,2,74
2,부산,2020-08-25,23,28.7,2.5,77
3,대구,2020-08-25,23,28.6,2,70
4,인천,2020-08-25,23,28.4,1.8,74
5,광주,2020-08-25,23,29.2,1.9,69
6,대전,2020-08-25,23,28.7,0.2,86
7,울산,2020-08-25,23,27.3,1.2,87
8,강릉,2020-08-25,23,27.7,3.7,79
9,제주,2020-08-25,23,28.7,3.8,82
1,서울,2020-08-26,0,28.7,2.7,76
2,부산,2020-08-26,0,28.4,2.4,81
3,대구,2020-08-26,0,28.1,1.9,72
4,인천,2020-08-26,0,28.5,2.9,71
5,광주,2020-08-26,0,,3.3,71
6,대전,2020-08-26,0,28.3,0.7,86
7,울산,2020-08-26,0,27.9,1.5,88
8,강릉,2020-08-26,0,27.1,0.4,79
9,제주,2020-08-26,0,28.4,3.4,77
1,서울,2020-08-26,1,28.4,2.1,77
2,부산,2020-08-26,1,28.1,1.9,83
3,대구,2020-08-26,1,27.7,2.2,72
4,인천,2020-08-26,1,28.1,1.8,77
5,광주,2020-08-26,1,28.5,2.4,76
6,대전,2020-08-26,1,28.2,0.4,83
7,울산,2020-08-26,1,27.5,1.7,90
8,강릉,2020-08-26,1,26.6,0.7,82
9,제주,2020-08-26,1,27.8,5.2,81
1,서울,2020-08-26,2,28.1,1.8,79
2,부산,2020-08-26,2,28,1.8,85
3,대구,2020-08-26,2,27.3,1.5,75
4,인천,2020-08-26,2,,1.9,72
5,광주,2020-08-26,2,27.9,1.9,81
6,대전,2020-08-26,2,27.5,0.9,88
7,울산,2020-08-26,2,27.4,1.1,92
8,강릉,2020-08-26,2,25.7,1.5,86
9,제주,2020-08-26,2,,4,87
1,서울,2020-08-26,3,27.6,2,80
2,부산,2020-08-26,3,27.8,2.2,88
3,대구,2020-08-26,3,,2.4,75
4,인천,2020-08-26,3,,1.9,74
5,광주,2020-08-26,3,,1.4,82
6,대전,2020-08-26,3,27.2,0.6,88
7,울산,2020-08-26,3,27.6,2.2,92
8,강릉,2020-08-26,3,25.4,1,87
9,제주,2020-08-26,3,28,5.1,79
1,서울,2020-08-26,4,27.3,2,82
2,부산,2020-08-26,4,,2,88
3,대구,2020-08-26,4,27.1,1.3,77
4,인천,2020-08-26,4,27.9,1.6,73
5,광주,2020-08-26,4,27.5,1.1,84
6,대전,2020-08-26,4,,0.8,89
7,울산,2020-08-26,4,,1.9,92
8,강릉,2020-08-26,4,25.2,1.2,88
9,제주,2020-08-26,4,26.5,4,89
1,서울,2020-08-26,5,27.2,2.1,82
2,부산,2020-08-26,5,27.7,2,87
3,대구,2020-08-26,5,,3.4,79
4,인천,2020-08-26,5,27.5,1.5,80
5,광주,2020-08-26,5,27.7,2,85
6,대전,2020-08-26,5,,2.1,89
7,울산,2020-08-26,5,27.3,2.7,93
8,강릉,2020-08-26,5,24.9,0.6,90
9,제주,2020-08-26,5,27.8,3.8,85
1,서울,2020-08-26,6,27,2.9,82
2,부산,2020-08-26,6,,1.4,87
3,대구,2020-08-26,6,,2.5,83
4,인천,2020-08-26,6,27,1.7,82
5,광주,2020-08-26,6,28.1,2.6,82
6,대전,2020-08-26,6,26.8,3.6,88
7,울산,2020-08-26,6,27.6,1.6,91
8,강릉,2020-08-26,6,24.6,0.9,89
9,제주,2020-08-26,6,27.6,4.3,84
1,서울,2020-08-26,7,27.3,2.7,82
2,부산,2020-08-26,7,28,2.2,85
3,대구,2020-08-26,7,27.3,2.9,84
4,인천,2020-08-26,7,28,3.8,72
5,광주,2020-08-26,7,28.6,2.6,79
6,대전,2020-08-26,7,27.1,1.5,87
7,울산,2020-08-26,7,28.1,2.5,91
8,강릉,2020-08-26,7,25,0.9,89
9,제주,2020-08-26,7,27.2,4,83
1,서울,2020-08-26,8,28.6,2.7,79
2,부산,2020-08-26,8,28.4,2.1,84
3,대구,2020-08-26,8,29.3,3.1,71
4,인천,2020-08-26,8,28.7,4.3,69
5,광주,2020-08-26,8,29.5,3.2,75
6,대전,2020-08-26,8,29.3,2.8,81
7,울산,2020-08-26,8,28.6,3.1,86
8,강릉,2020-08-26,8,25.3,0.7,87
9,제주,2020-08-26,8,28.5,5.9,78
1,서울,2020-08-26,9,29.7,3.2,74
2,부산,2020-08-26,9,28.7,2.9,83
3,대구,2020-08-26,9,29.6,3.7,71
4,인천,2020-08-26,9,30.6,4.7,58
5,광주,2020-08-26,9,30.5,4.3,68
6,대전,2020-08-26,9,30.9,4.1,76
7,울산,2020-08-26,9,29,3.4,82
8,강릉,2020-08-26,9,25.6,1.4,86
9,제주,2020-08-26,9,27.9,8.3,80
1,서울,2020-08-26,10,31.4,3.5,67
2,부산,2020-08-26,10,29.6,3.9,80
3,대구,2020-08-26,10,30.8,4.4,65
4,인천,2020-08-26,10,31.7,3.6,53
5,광주,2020-08-26,10,,3.4,69
6,대전,2020-08-26,10,31.9,2.9,73
7,울산,2020-08-26,10,29.8,4.1,77
8,강릉,2020-08-26,10,26.4,1,84
9,제주,2020-08-26,10,28.2,7,79
1,서울,2020-08-26,11,32.6,3.8,62
2,부산,2020-08-26,11,30.4,4.1,77
3,대구,2020-08-26,11,31,5.8,61
4,인천,2020-08-26,11,31.8,4.4,56
5,광주,2020-08-26,11,30.4,2.8,74
6,대전,2020-08-26,11,31.4,3.3,70
7,울산,2020-08-26,11,30.3,3.2,76
8,강릉,2020-08-26,11,26.6,1.1,82
9,제주,2020-08-26,11,28.4,7.2,79
1,서울,2020-08-26,12,33.3,3,60
2,부산,2020-08-26,12,30,5.7,77
3,대구,2020-08-26,12,32.2,5.7,58
4,인천,2020-08-26,12,32.7,5.5,51
5,광주,2020-08-26,12,27.3,4.2,82
6,대전,2020-08-26,12,33,5,66
7,울산,2020-08-26,12,30.9,3.7,74
8,강릉,2020-08-26,12,27.3,1.6,80
9,제주,2020-08-26,12,26.8,7.2,89
1,서울,2020-08-26,13,,4.3,60
2,부산,2020-08-26,13,29.2,6.4,77
3,대구,2020-08-26,13,32.5,6,56
4,인천,2020-08-26,13,32.9,5.2,53
5,광주,2020-08-26,13,26.5,1.9,98
6,대전,2020-08-26,13,33.1,3.6,67
7,울산,2020-08-26,13,30.3,3.8,75
8,강릉,2020-08-26,13,27.5,1.6,80
9,제주,2020-08-26,13,27.2,6.7,90
1,서울,2020-08-26,14,34.1,4,58
2,부산,2020-08-26,14,,6.9,78
3,대구,2020-08-26,14,31.4,6.6,58
4,인천,2020-08-26,14,33.3,5.2,50
5,광주,2020-08-26,14,27,3.1,96
6,대전,2020-08-26,14,32.9,6.6,64
7,울산,2020-08-26,14,30.9,3.6,68
8,강릉,2020-08-26,14,28,1.3,79
9,제주,2020-08-26,14,28.9,11.1,74
1,서울,2020-08-26,15,33.5,3.1,57
2,부산,2020-08-26,15,,5.8,78
3,대구,2020-08-26,15,31.9,6.5,57
4,인천,2020-08-26,15,,5.3,49
5,광주,2020-08-26,15,27.3,3.5,87
6,대전,2020-08-26,15,32.2,5.5,67
7,울산,2020-08-26,15,29.5,3.4,76
8,강릉,2020-08-26,15,27.5,1.5,79
9,제주,2020-08-26,15,,8.2,83
1,서울,2020-08-26,16,34.4,4.6,54
2,부산,2020-08-26,16,29,4.7,81
3,대구,2020-08-26,16,31.5,4.7,58
4,인천,2020-08-26,16,33.9,3.4,50
5,광주,2020-08-26,16,25.3,2.7,98
6,대전,2020-08-26,16,31.5,3.8,69
7,울산,2020-08-26,16,29.1,3.5,76
8,강릉,2020-08-26,16,27.1,1.4,82
9,제주,2020-08-26,16,,9.7,79
1,서울,2020-08-26,17,33.4,4.5,54
2,부산,2020-08-26,17,28.4,4,84
3,대구,2020-08-26,17,30.4,5.7,61
4,인천,2020-08-26,17,32.8,6.5,49
5,광주,2020-08-26,17,25.6,4.7,97
6,대전,2020-08-26,17,30.7,6,69
7,울산,2020-08-26,17,29.4,4.1,76
8,강릉,2020-08-26,17,,1.4,83
9,제주,2020-08-26,17,28.5,8.3,81
1,서울,2020-08-26,18,32.7,3.2,55
2,부산,2020-08-26,18,28.9,3.6,79
3,대구,2020-08-26,18,29.5,5.3,65
4,인천,2020-08-26,18,32.1,5.1,52
5,광주,2020-08-26,18,,5.8,96
6,대전,2020-08-26,18,29.8,5.2,72
7,울산,2020-08-26,18,28.9,3.5,82
8,강릉,2020-08-26,18,26.9,0.6,87
9,제주,2020-08-26,18,28.9,8.3,77
1,서울,2020-08-26,19,32.3,4,54
2,부산,2020-08-26,19,29,4.2,69
3,대구,2020-08-26,19,28.4,4.8,71
4,인천,2020-08-26,19,31.8,6.1,50
5,광주,2020-08-26,19,25.5,4.1,97
6,대전,2020-08-26,19,28.8,6.3,76
7,울산,2020-08-26,19,28.2,3.1,88
8,강릉,2020-08-26,19,26.6,1.2,90
9,제주,2020-08-26,19,28.7,6.7,78
1,서울,2020-08-26,20,30.8,3.8,61
2,부산,2020-08-26,20,28.5,4.7,70
3,대구,2020-08-26,20,,2.8,72
4,인천,2020-08-26,20,29.4,7.5,65
5,광주,2020-08-26,20,,3.8,99
6,대전,2020-08-26,20,28.6,7.4,76
7,울산,2020-08-26,20,,2.4,89
8,강릉,2020-08-26,20,26.5,1.1,92
9,제주,2020-08-26,20,29.5,6.7,72
1,서울,2020-08-26,21,29.6,4.1,65
2,부산,2020-08-26,21,,5.2,68
3,대구,2020-08-26,21,28.9,3.8,66
4,인천,2020-08-26,21,28.9,5.2,65
5,광주,2020-08-26,21,26.9,6.4,96
6,대전,2020-08-26,21,,7,76
7,울산,2020-08-26,21,,2.2,86
8,강릉,2020-08-26,21,,0.9,92
9,제주,2020-08-26,21,29.3,9.8,71
1,서울,2020-08-26,22,29.5,4.4,65
2,부산,2020-08-26,22,28.7,5.8,70
3,대구,2020-08-26,22,29,4,64
4,인천,2020-08-26,22,29.2,6.3,61
5,광주,2020-08-26,22,26.5,6.5,99
6,대전,2020-08-26,22,27.8,6.8,81
7,울산,2020-08-26,22,28,2.7,90
8,강릉,2020-08-26,22,26.4,1.8,94
9,제주,2020-08-26,22,29.2,6.7,72
1,서울,2020-08-26,23,28.9,4.2,69
2,부산,2020-08-26,23,28.9,6.6,69
3,대구,2020-08-26,23,,4,64
4,인천,2020-08-26,23,27.8,8,71
5,광주,2020-08-26,23,26.8,6.3,97
6,대전,2020-08-26,23,26.8,5.6,88
